Cook_hour,AutoCook_freq,SelfCook_freq,Micro_freq,Oven_freq,Others_freq,Spring_freq,Summer_freq,Fall_freq,Winter_freq,bfB_freq,Breakfast_freq,Lunch_freq,Dinner_freq,afD_freq,Preheat_freq,Clean_freq,Cancle_freq,Restart_freq,MenuSpectrum,ModeSpectrum,Cook_menu,Micro_t,Oven_t,MenuFreq,S1,S2,recent_ct,time,Y
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,34.88721804511278,1451.7857142857142,3,0,5580,510,19,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.814814814814824,1451.7857142857142,21,0,60,570,15,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,34.6896551724138,1340.0,4,0,90,510,11,877
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.657534246575345,1305.5882352941173,22,0,877,540,18,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.69798657718121,1322.2857142857142,23,0,60,600,7,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.32098765432099,1322.2857142857142,24,0,240,570,16,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.37125748502994,1322.2222222222224,25,0,30,630,16,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,9,34.49704142011834,1322.2222222222224,4,0,90,0,17,720
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,9,34.49704142011834,1322.2222222222224,5,0,90,1080,17,480
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.47058823529412,1322.2222222222224,26,0,1230,1080,16,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,21,34.41860465116279,1322.2222222222224,1,0,1950,900,11,660
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,21,34.41860465116279,1322.2222222222224,2,0,1950,900,11,660
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,34.41860465116279,1322.2222222222224,5,0,2220,540,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.463276836158194,1322.2222222222224,27,0,30,570,17,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,21,34.43820224719101,1317.1315789473686,3,0,1680,510,11,630
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.44444444444444,1284.275,28,0,2140,660,9,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,34.41988950276243,1273.8048780487804,5,0,990,540,12,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,34.41988950276243,1273.8048780487804,6,0,990,600,12,655
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.41988950276243,1273.8048780487804,29,0,990,600,13,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.395604395604394,1274.5777777777778,30,0,30,540,7,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,34.34782608695652,1274.5777777777778,7,0,30,570,11,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,34.34782608695652,1274.5777777777778,8,0,30,570,11,710
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,34.30107526881721,1280.7826086956522,31,0,900,540,12,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,34.30107526881721,1280.7826086956522,9,0,2040,540,12,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,34.30107526881721,1280.7826086956522,10,0,2040,600,12,755
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.587443946188344,1282.3617021276596,32,0,60,600,8,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.36134453781513,1273.4583333333333,11,0,330,600,17,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.34728033472803,1273.4583333333333,12,0,330,660,17,710
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.333333333333336,1273.4583333333333,13,0,330,540,17,610
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.10077519379845,1273.4583333333333,33,0,150,660,21,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,33.07692307692308,1273.4583333333333,9,0,30,510,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,21,33.05343511450382,1273.4583333333333,4,0,2070,630,17,630
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.7681660899654,1229.92,10,0,90,570,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.69360269360269,1229.92,34,0,660,660,9,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.69360269360269,1229.92,11,0,1920,0,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,32.5974025974026,1217.8076923076926,14,0,60,600,17,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,0,32.588996763754054,1217.8076923076926,4,0,885,600,17,630
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.66025641025641,1217.8076923076926,35,0,30,540,7,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.63492063492063,1217.8076923076926,36,0,60,600,7,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.61006289308176,1206.1509433962265,12,0,60,510,18,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.6219512195122,1206.1509433962265,37,0,30,930,8,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,32.60606060606061,1186.0181818181818,15,0,480,0,18,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.60606060606061,1186.0181818181818,38,0,855,510,9,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.60606060606061,1186.0181818181818,39,0,855,600,9,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.60606060606061,1186.0181818181818,13,0,3330,540,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.5748502994012,1172.3392857142858,40,0,40,660,17,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.551928783382785,1159.6666666666667,41,0,1620,600,15,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.59154929577465,1159.6666666666667,14,0,60,600,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.59154929577465,1159.6666666666667,42,0,1110,930,18,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.56267409470752,1159.6666666666667,15,0,30,930,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.56267409470752,1159.6666666666667,43,0,660,930,11,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,32.56267409470752,1159.6666666666667,16,0,660,930,12,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.5,1159.6666666666667,44,0,60,1000,6,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.466487935656836,1159.6666666666667,45,0,120,540,7,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.5065963060686,1144.844827586207,16,0,300,0,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.49343832020997,1144.844827586207,17,0,30,450,17,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.49343832020997,1144.844827586207,46,0,930,630,7,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,32.49343832020997,1144.844827586207,17,0,1740,660,9,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.48041775456919,1127.1833333333334,18,0,30,832,18,900
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.48041775456919,1127.1833333333334,47,0,3090,0,20,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.467532467532465,1127.1833333333334,19,0,30,0,17,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,32.39294710327456,1115.0983606557377,6,0,30,690,17,900
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.396088019559905,1070.796875,20,0,2370,1000,17,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.355769230769226,1070.796875,48,0,30,810,17,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,8,32.327790973871736,1057.439393939394,1,0,60,960,13,810
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,25,32.327790973871736,1057.439393939394,1,0,810,632,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,25,32.327790973871736,1057.439393939394,2,0,810,832,18,1050
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,25,32.327790973871736,1057.439393939394,3,0,810,810,18,1050
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,21,32.38875878220141,1057.439393939394,5,0,60,930,17,660
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,1,32.38875878220141,1057.439393939394,1,0,820,855,17,680
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,21,32.37209302325581,1044.3432835820897,6,0,180,600,17,660
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,1,32.24669603524229,1023.1571428571428,2,0,60,855,8,720
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,10,32.24669603524229,1023.1571428571428,1,0,750,570,12,420
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,10,32.24669603524229,1023.1571428571428,2,0,750,660,12,480
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,10,32.24669603524229,1023.1571428571428,3,1,900,510,17,480
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,11,32.24669603524229,1023.1571428571428,1,0,900,510,17,750
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,8,32.24669603524229,1023.1571428571428,2,0,900,0,17,795
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,32.174840085287855,1009.0416666666665,18,0,30,0,10,900
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,8,32.165605095541395,1009.0416666666665,3,0,900,140,18,810
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.19206680584551,1009.0416666666665,21,0,30,80,17,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.17842323651453,995.554054054054,22,0,840,0,18,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,32.17391304347826,998.28,1,0,900,856,18,1200
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.16049382716049,1004.0921052631579,49,0,30,80,23,1440
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.20858895705521,1004.0921052631579,23,0,60,0,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,0,32.190669371196755,1004.0921052631579,5,0,60,80,12,630
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.18181818181818,984.8846153846154,24,0,450,80,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.18181818181818,984.8846153846154,25,1,1110,200,7,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,32.18181818181818,987.6075949367087,2,0,930,0,18,1200
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,0,32.18181818181818,971.0,6,0,930,200,19,730
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,0,32.117647058823536,971.0,7,0,120,0,12,730
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.1011673151751,980.132530120482,26,0,300,140,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,32.074766355140184,958.3837209302327,7,0,60,718,19,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.05555555555556,958.3837209302327,27,0,60,718,7,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,32.035714285714285,950.816091954023,8,0,2130,1200,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.035714285714285,953.6477272727273,28,0,5100,120,17,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,32.032085561497325,953.6477272727273,29,0,30,60,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.032085561497325,953.6477272727273,50,0,1110,0,6,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.02846975088968,961.7888888888887,51,0,1230,720,14,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,32.04188481675393,947.6195652173913,9,0,60,200,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,32.08191126279864,947.6195652173913,10,0,1880,200,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,32.074829931972786,946.6236559139784,19,0,1170,0,12,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,32.11864406779661,944.9255319148937,3,0,30,309,18,787
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,32.11864406779661,944.9255319148937,4,0,30,174,18,787
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,32.1079258010118,944.9255319148937,11,0,30,720,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.10437710437711,936.6631578947367,52,0,30,480,11,1440
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,32.10437710437711,941.2371134020618,5,0,1440,720,8,856
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,32.10437710437711,940.3673469387757,6,0,1440,720,8,856
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,32.10437710437711,942.989898989899,7,0,1440,140,8,1200
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,32.06953642384106,942.989898989899,53,0,30,200,1,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,3,33.28947368421053,942.989898989899,1,0,90,200,13,780
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.284072249589485,943.6237623762377,20,0,1620,200,18,655
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,11,33.27868852459017,943.6237623762377,2,0,30,200,18,870
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,11,33.27868852459017,943.6237623762377,3,0,30,200,18,690
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.27868852459017,954.3725490196077,54,0,1560,140,21,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,33.273322422258595,954.3725490196077,12,0,30,200,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.25732899022801,954.3725490196077,55,0,90,80,22,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.22061191626409,946.4660194174758,56,0,30,80,9,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,33.17460317460318,946.4660194174758,13,0,60,292,16,900
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,33.17460317460318,946.4660194174758,14,0,60,309,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.164556962025316,939.3846153846154,57,0,210,80,21,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.154574132492115,938.5809523809523,21,0,480,275,10,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.14960629921261,938.5809523809523,22,0,480,309,11,755
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.132716049382715,938.5809523809523,58,0,30,174,8,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,33.164362519201234,933.4056603773583,30,0,30,309,16,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,33.140243902439025,927.4859813084113,31,0,30,228,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.07004470938897,927.4859813084113,23,0,30,0,18,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.176470588235304,912.394495412844,59,0,280,200,20,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.17180616740088,912.394495412844,60,0,30,140,12,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.14410480349345,912.394495412844,61,0,90,80,1,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,0,33.139534883720934,912.394495412844,8,0,30,309,6,830
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,33.139534883720934,910.6272727272728,8,0,30,309,7,718
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,9,33.13497822931785,910.6272727272728,6,0,30,200,7,720
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.251445086705196,910.6272727272728,62,0,1950,1130,20,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.22812051649928,910.6272727272728,63,0,120,200,23,2040
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.243243243243235,910.6272727272728,64,0,90,200,12,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.22946175637394,918.0990990990992,65,0,90,240,7,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.35654596100279,920.9646017699116,66,0,730,856,14,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.35654596100279,920.9646017699116,67,1,1590,140,17,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.56050069541029,920.8608695652174,24,0,1830,720,17,855
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.550624133148396,920.8608695652174,68,0,60,260,19,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,33.57734806629834,920.8608695652174,32,0,120,260,18,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,33.53342428376535,920.8608695652174,15,0,30,200,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.50948509485095,914.2155172413792,69,0,30,260,17,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.47651006711409,914.2155172413792,70,0,30,260,15,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,21,33.390052356020945,914.2155172413792,7,0,60,140,17,660
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,21,33.385620915032675,914.2155172413792,8,0,60,200,17,600
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.385620915032675,914.2155172413792,71,0,1290,200,17,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.367217280813215,914.2155172413792,25,0,30,600,17,832
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.367217280813215,914.2155172413792,72,0,420,600,12,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,33.588456712672524,907.6837606837606,16,0,210,720,17,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,22,33.575,907.6837606837606,1,0,30,200,12,292
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.54838709677419,908.3813559322034,73,0,2850,0,19,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,22,33.54838709677419,908.3813559322034,2,0,1590,140,7,309
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,33.54399008674102,910.8319327731093,9,0,309,200,17,1200
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,25,33.54399008674102,910.8319327731093,4,0,309,720,17,1050
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,33.50728155339806,901.2213114754097,17,0,2220,720,11,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,11,33.50728155339806,901.2113821138213,4,0,1980,200,17,870
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.50728155339806,901.2113821138213,74,0,870,140,12,1890
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,2,33.48192771084337,901.2113821138213,18,0,30,600,16,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,22,33.5041716328963,894.232,3,0,1340,720,9,222
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,22,33.5041716328963,889.5158730158729,4,1,282,200,8,243
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,22,33.5041716328963,889.5158730158729,5,1,282,200,8,243
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,18,33.48341232227488,883.1015625,10,0,2760,80,18,718
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,25,33.48341232227488,883.1015625,5,0,2760,80,19,1080
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,22,33.48341232227488,883.1015625,6,0,1828,200,8,292
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,14,33.49823321554771,876.6076923076922,26,0,2520,309,18,832
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.45750873108265,883.1984732824428,75,0,30,309,18,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.4375,883.1984732824428,76,0,30,243,1,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,13,33.40596330275229,883.1984732824428,1,0,30,140,8,1500
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.40596330275229,883.1984732824428,77,0,240,240,14,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.394285714285715,883.1984732824428,78,0,60,243,21,1590
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,33.38654503990878,883.1984732824428,33,0,30,280,17,930
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,33.378839590443675,883.1984732824428,34,0,30,200,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.34836527621195,883.1984732824428,79,0,90,309,9,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.31843575418994,883.1984732824428,80,0,120,240,22,1740
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,4,33.314732142857146,880.8257575757576,35,0,570,80,17,1110
131.28,149,1386,1088,160,287,1049,207,279,540,823,392,320,790,32,26,39,302,125,37,15,7,33.27814569536424,880.8257575757576,81,0,60,80,22,1740
